"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","217","2848293","7.62","7.57904351704743"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","229","2852994","8.03","7.90949248482931"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","213","2858681","7.45","7.4929649727923"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","204","2868312","7.11","7.14196565804573"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","206","2889010","7.13","7.225215521803"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","177","2905943","6.09","6.28394215915125"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","228","2904978","7.85","7.96169048891795"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","219","2928350","7.48","7.56373022888354"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","252","2947806","8.55","8.59078326661098"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","199","2958774","6.73","6.81598688164514"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","206","2968103","6.94","7.13308153554702"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","224","2977452","7.52","7.78433397396547"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","221","2982963","7.41","7.75108427879742"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","217","2987721","7.26","7.47388908433213"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","266","2988578","8.9","9.1529619053166"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","268","2985297","8.98","9.26547596874168"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","288","2985415","9.65","10.0591145380342"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","301","2984100","10.09","10.6411186549925"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","4355","55651182","7.83","."
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","249","5561950","4.48","4.49268722328841"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","276","5605868","4.92","4.96315699792044"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","276","5641142","4.89","4.9427872744541"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","256","5674825","4.51","4.56550136097032"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","222","5709403","3.89","3.93580121375858"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","258","5747741","4.49","4.47830513150446"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","295","5790300","5.09","5.17450513238156"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","299","5842704","5.12","5.19596254731186"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","272","5887612","4.62","4.7271985893784"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","365","5923916","6.16","6.31295767004014"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","324","5961088","5.44","5.59947702447288"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","341","5988925","5.69","5.83407584582454"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","308","6010280","5.12","5.25448506351219"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","314","6023267","5.21","5.43664303671795"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","298","6041142","4.93","5.14844307072861"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","337","6058014","5.56","5.7936265370619"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","466","6072640","7.67","8.05525211448106"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","473","6091176","7.77","8.21449290747484"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","570","6113532","9.32","9.81637587913797"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","6199","111745525","5.55","."
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","17","897511","1.89","1.92499434389852"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","19","903283","2.1","2.12736734616717"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","21","906961","2.32","2.41619095381053"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","11","911667","1.21","1.14959617944549"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","20","919630","2.17","2.35216743812539"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","12","930009","1.29","1.32438969078851"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","20","940102","2.13","2.08712962267604"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","13","952692","1.36","1.40353518644662"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","17","964706","1.76","1.71287009423042"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","18","976415","1.84","1.93093580963291"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","22","983982","2.24","2.47551735421271"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","18","989414","1.82","1.9487276416002"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","11","996866","1.1","1.1555735846057"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","13","1003522","1.3","1.33372779479523"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","21","1011921","2.08","2.318284170866"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","19","1019931","1.86","1.90013194731635"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","24","1028317","2.33","2.57033236489059"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","22","1038656","2.12","2.35136999188978"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","27","1050493","2.57","2.80628308458217"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","345","18426078","1.87","."
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","30","1704765","1.76","1.7308896856264"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","43","1713194","2.51","2.47799815648529"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","24","1719836","1.4","1.38770811713472"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","28","1728292","1.62","1.66068367858211"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","35","1738643","2.01","2.03728379577974"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","26","1749370","1.49","1.44724058017247"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","30","1761497","1.7","1.72130590502535"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","32","1772693","1.81","1.75769846993892"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","46","1783440","2.58","2.66418382695923"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","50","1796378","2.78","2.79041249385516"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","32","1812683","1.77","1.84352564920802"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","41","1826327","2.24","2.32162061861994"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","41","1841641","2.23","2.34740619236677"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","46","1854862","2.48","2.59839449327693"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","52","1867414","2.78","2.83846771143859"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","40","1880920","2.13","2.1316558472062"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","51","1893564","2.69","2.72172347911907"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","52","1907603","2.73","2.87428570521971"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","29","1920076","1.51","1.58416206888436"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","728","34273198","2.12","."
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","108","1934719","5.58","5.5726734397437"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","90","2018244","4.46","4.43534916886538"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","120","2098399","5.72","5.67135838919011"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","120","2173791","5.52","5.48358165059422"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","120","2248850","5.34","5.29104800587482"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","133","2346222","5.67","5.52247724513892"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","122","2432143","5.02","5.00907895036824"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","143","2522658","5.67","5.76592732692943"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","135","2601072","5.19","5.16401249112004"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","104","2653630","3.92","3.89429708305169"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","101","2684665","3.76","3.80962489516373"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","100","2700691","3.7","3.73433733922524"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","96","2718170","3.53","3.63759793025085"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","83","2752410","3.02","3.10919522923746"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","92","2786547","3.3","3.32182904537733"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","114","2831730","4.03","4.11670965010199"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","140","2883057","4.86","4.93585688245406"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","158","2939254","5.38","5.6209008685898"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","168","2998039","5.6","5.83592002846765"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","2247","48324291","4.65","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","P","1222015",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","P","1240361",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","P","1255517",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","P","1269089",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","10","1279840","0.78","0.81307262734076"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","11","1290121","0.85","0.82163499251822"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","P","1298492",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","12","1308389","0.92","0.98727807018486"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","P","1312540",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","P","1315906",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","P","1316102",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","10","1316460","0.76","0.75316745000654"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","15","1318345","1.14","1.1795467495891"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","14","1320923","1.06","1.03181913671522"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","10","1322622","0.76","0.81190462540317"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","10","1328684","0.75","0.83692119240785"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","14","1330134","1.05","1.11866259233311"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","P","1335015",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","11","1342795","0.82","0.90896000818809"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","181","24723350","0.73","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","158","8359593","1.89","1.93298740394727"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","172","8430913","2.04","2.12860741074938"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","190","8492671","2.24","2.36284117443923"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","210","8552643","2.46","2.55259319220538"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","265","8601402","3.08","3.23935253424778"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","258","8634561","2.99","3.1602558547436"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","292","8651974","3.37","3.56136573663706"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","302","8661679","3.49","3.71047276740695"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","278","8677885","3.2","3.38973664769081"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","245","8711090","2.81","2.95597391590896"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","232","8755602","2.65","2.7754289679271"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","264","8791953","3","3.20400824847339"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","297","8844694","3.36","3.56357556826685"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","282","8882095","3.17","3.38200590940835"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","304","8913735","3.41","3.59086355789904"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","271","8943010","3.03","3.25192504129066"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","284","8960001","3.17","3.35726162446639"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","300","8978416","3.34","3.57061236349029"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","269","9005644","2.99","3.16396845571493"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","4873","165849561","2.94","."
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","97","1808082","5.36","5.34651022276457"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","105","1820704","5.77","5.64220397394187"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","76","1831690","4.15","4.16945256398552"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","86","1855309","4.64","4.61816979400469"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","96","1877574","5.11","5.12035699773311"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","85","1903808","4.46","4.47808058154384"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","83","1932274","4.3","4.29265762094736"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","82","1962137","4.18","4.27498902915844"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","86","1990070","4.32","4.46988472526506"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","92","2010662","4.58","4.78374975894473"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","97","2036802","4.76","4.85419001684561"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","90","2059207","4.37","4.68973695049062"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","81","2077744","3.9","4.09693610643577"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","88","2083590","4.22","4.38935274108053"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","96","2085161","4.6","4.81230495798483"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","90","2083207","4.32","4.47197220284115"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","109","2082264","5.23","5.73049329740544"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","129","2085432","6.19","6.57067659012621"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","119","2088070","5.7","6.10039390277455"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","1787","37673787","4.74","."
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","548","18882726","2.9","2.86698344217636"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","614","18998429","3.23","3.19593547906468"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","592","19082838","3.1","3.08452954036565"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","563","19137800","2.94","2.92269669052728"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","598","19175939","3.12","3.09917727568192"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","525","19171567","2.74","2.72116364360307"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","524","19132610","2.74","2.71846940718292"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","576","19104631","3.01","2.98796546563953"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","532","19132335","2.78","2.77659227953702"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","516","19212436","2.69","2.68227843021416"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","522","19307066","2.7","2.67050947656998"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","535","19378110","2.76","2.73242737507128"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","480","19526372","2.46","2.44374450877783"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","455","19625409","2.32","2.30241246361013"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","393","19712514","1.99","1.96900278515957"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","385","19773580","1.95","1.92539981096126"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","418","19819347","2.11","2.12130483309012"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","403","19836286","2.03","2.06335974434971"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","327","19849399","1.65","1.65813981450801"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","9506","367859394","2.58","."
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","460","7949362","5.79","5.57281249379411"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2000","461","8078824","5.71","5.50563496414621"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2001","424","8210122","5.16","4.99899955507503"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2002","475","8326201","5.7","5.55727063325205"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2003","398","8422501","4.73","4.64153383432085"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2004","414","8553152","4.84","4.7876940871793"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2005","456","8705407","5.24","5.21506908506945"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2006","445","8917270","4.99","4.99904868824159"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2007","463","9118037","5.08","5.13253856305965"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2008","470","9309449","5.05","5.07656562882254"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2009","408","9449566","4.32","4.37215988024933"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2010","378","9535721","3.96","3.97461885783676"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2011","382","9662940","3.95","4.00367208694547"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2012","429","9755299","4.4","4.40522397865772"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2013","419","9849812","4.25","4.34266081510553"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2014","401","9941160","4.03","4.10228437192056"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2015","455","10041769","4.53","4.70451221888377"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2016","582","10156689","5.73","5.89676982060652"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","2017","539","10273419","5.25","5.41687802579797"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","","8459","174256700","4.85","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Homicide/Legal Intervention Firearm","1999","P","644259",".","."
